actual_RUL,predicted_RUL,residual,absolute_error
125,118.56603,6.433967590332031,6.433967590332031
125,118.419235,6.5807647705078125,6.5807647705078125
125,117.52333,7.4766693115234375,7.4766693115234375
125,119.32677,5.6732330322265625,5.6732330322265625
125,114.94938,10.050621032714844,10.050621032714844
125,119.453995,5.5460052490234375,5.5460052490234375
125,120.8647,4.1352996826171875,4.1352996826171875
125,120.306465,4.693534851074219,4.693534851074219
125,121.69816,3.3018417358398438,3.3018417358398438
125,122.95575,2.04425048828125,2.04425048828125
125,125.63955,-0.6395492553710938,0.6395492553710938
125,124.35593,0.644073486328125,0.644073486328125
125,126.72119,-1.72119140625,1.72119140625
125,123.92737,1.0726318359375,1.0726318359375
125,119.730705,5.269294738769531,5.269294738769531
125,122.472626,2.527374267578125,2.527374267578125
125,123.58807,1.41192626953125,1.41192626953125
125,125.858444,-0.8584442138671875,0.8584442138671875
125,125.717316,-0.717315673828125,0.717315673828125
125,125.509026,-0.5090255737304688,0.5090255737304688
125,125.80536,-0.80535888671875,0.80535888671875
125,125.69581,-0.6958084106445312,0.6958084106445312
125,123.59999,1.4000091552734375,1.4000091552734375
125,122.58754,2.4124603271484375,2.4124603271484375
125,124.11011,0.889892578125,0.889892578125
125,119.18969,5.810310363769531,5.810310363769531
125,117.5025,7.49749755859375,7.49749755859375
125,119.44629,5.5537109375,5.5537109375
125,116.72039,8.279609680175781,8.279609680175781
125,120.531265,4.4687347412109375,4.4687347412109375
125,116.21715,8.782852172851562,8.782852172851562
125,117.02022,7.9797821044921875,7.9797821044921875
125,118.469345,6.5306549072265625,6.5306549072265625
125,117.405426,7.594573974609375,7.594573974609375
125,105.9571,19.04290008544922,19.04290008544922
125,111.68191,13.318092346191406,13.318092346191406
125,117.809784,7.190216064453125,7.190216064453125
125,118.00101,6.998992919921875,6.998992919921875
125,120.09941,4.9005889892578125,4.9005889892578125
125,119.984924,5.01507568359375,5.01507568359375
125,121.497604,3.5023956298828125,3.5023956298828125
125,120.67697,4.323028564453125,4.323028564453125
125,121.18355,3.8164520263671875,3.8164520263671875
125,115.280945,9.71905517578125,9.71905517578125
125,114.85211,10.14788818359375,10.14788818359375
125,105.68038,19.319618225097656,19.319618225097656
125,110.19978,14.800216674804688,14.800216674804688
125,109.75741,15.242591857910156,15.242591857910156
124,106.86177,17.138229370117188,17.138229370117188
123,113.63571,9.364288330078125,9.364288330078125
122,98.429504,23.57049560546875,23.57049560546875
121,97.158226,23.841773986816406,23.841773986816406
120,101.0934,18.906600952148438,18.906600952148438
119,109.67135,9.328651428222656,9.328651428222656
118,115.89104,2.1089630126953125,2.1089630126953125
117,119.97049,-2.970489501953125,2.970489501953125
116,123.87556,-7.875556945800781,7.875556945800781
115,122.09889,-7.0988922119140625,7.0988922119140625
114,121.441895,-7.44189453125,7.44189453125
113,119.70178,-6.7017822265625,6.7017822265625
112,118.478455,-6.47845458984375,6.47845458984375
111,116.33464,-5.3346405029296875,5.3346405029296875
110,118.38243,-8.382431030273438,8.382431030273438
109,117.896,-8.896003723144531,8.896003723144531
108,113.10751,-5.107513427734375,5.107513427734375
107,116.74689,-9.74688720703125,9.74688720703125
106,116.35388,-10.3538818359375,10.3538818359375
105,110.83588,-5.83587646484375,5.83587646484375
104,113.70648,-9.70648193359375,9.70648193359375
103,113.248,-10.248001098632812,10.248001098632812
102,107.4975,-5.49749755859375,5.49749755859375
101,111.2135,-10.2135009765625,10.2135009765625
100,107.227264,-7.227264404296875,7.227264404296875
99,105.045044,-6.0450439453125,6.0450439453125
98,84.39532,13.604682922363281,13.604682922363281
97,94.68508,2.3149185180664062,2.3149185180664062
96,104.35364,-8.3536376953125,8.3536376953125
95,96.77466,-1.774658203125,1.774658203125
94,103.3986,-9.398597717285156,9.398597717285156
93,97.194305,-4.194305419921875,4.194305419921875
92,95.03841,-3.0384063720703125,3.0384063720703125
91,89.754,1.246002197265625,1.246002197265625
90,93.699585,-3.6995849609375,3.6995849609375
89,83.80658,5.19342041015625,5.19342041015625
88,89.529526,-1.5295257568359375,1.5295257568359375
87,111.97343,-24.973426818847656,24.973426818847656
86,111.84732,-25.847320556640625,25.847320556640625
85,108.80739,-23.807388305664062,23.807388305664062
84,115.23436,-31.234359741210938,31.234359741210938
83,114.63542,-31.635421752929688,31.635421752929688
82,103.852264,-21.852264404296875,21.852264404296875
81,106.21979,-25.21978759765625,25.21978759765625
80,108.36812,-28.368118286132812,28.368118286132812
79,78.18219,0.81781005859375,0.81781005859375
78,73.28305,4.716949462890625,4.716949462890625
77,70.72298,6.2770233154296875,6.2770233154296875
76,101.94197,-25.941970825195312,25.941970825195312
75,107.637085,-32.6370849609375,32.6370849609375
74,119.785614,-45.785614013671875,45.785614013671875
73,114.97373,-41.973731994628906,41.973731994628906
72,111.14995,-39.14994812011719,39.14994812011719
71,102.52409,-31.524093627929688,31.524093627929688
70,58.737316,11.262683868408203,11.262683868408203
69,49.094288,19.905712127685547,19.905712127685547
68,54.380745,13.619255065917969,13.619255065917969
67,50.85331,16.146690368652344,16.146690368652344
66,59.010384,6.989616394042969,6.989616394042969
65,65.64383,-0.643829345703125,0.643829345703125
64,58.191166,5.808834075927734,5.808834075927734
63,55.42962,7.570381164550781,7.570381164550781
62,56.159695,5.840305328369141,5.840305328369141
61,52.989353,8.01064682006836,8.01064682006836
60,43.755116,16.244884490966797,16.244884490966797
59,49.755245,9.244754791259766,9.244754791259766
58,52.98943,5.010570526123047,5.010570526123047
57,62.248493,-5.248493194580078,5.248493194580078
56,108.35684,-52.356842041015625,52.356842041015625
55,107.50398,-52.50398254394531,52.50398254394531
54,116.811676,-62.811676025390625,62.811676025390625
53,114.20046,-61.200462341308594,61.200462341308594
52,115.059845,-63.059844970703125,63.059844970703125
51,117.96088,-66.96087646484375,66.96087646484375
50,107.12506,-57.12506103515625,57.12506103515625
49,108.00581,-59.00581359863281,59.00581359863281
48,95.99009,-47.990089416503906,47.990089416503906
47,69.401375,-22.40137481689453,22.40137481689453
46,74.10293,-28.102928161621094,28.102928161621094
45,79.37445,-34.37445068359375,34.37445068359375
44,68.20955,-24.209548950195312,24.209548950195312
43,51.11688,-8.116878509521484,8.116878509521484
42,43.505016,-1.5050163269042969,1.5050163269042969
41,33.610054,7.389945983886719,7.389945983886719
40,26.161594,13.83840560913086,13.83840560913086
39,29.064606,9.935394287109375,9.935394287109375
38,28.189095,9.810905456542969,9.810905456542969
37,31.845602,5.154397964477539,5.154397964477539
36,35.441944,0.5580558776855469,0.5580558776855469
35,41.839584,-6.8395843505859375,6.8395843505859375
34,49.794292,-15.794292449951172,15.794292449951172
33,48.938137,-15.93813705444336,15.93813705444336
32,36.809307,-4.809307098388672,4.809307098388672
31,35.530888,-4.530887603759766,4.530887603759766
30,31.026043,-1.0260429382324219,1.0260429382324219
29,27.380249,1.6197509765625,1.6197509765625
28,23.610865,4.389135360717773,4.389135360717773
27,23.92598,3.0740203857421875,3.0740203857421875
26,20.349339,5.650661468505859,5.650661468505859
25,25.357643,-0.35764312744140625,0.35764312744140625
24,30.5909,-6.590900421142578,6.590900421142578
23,30.599838,-7.5998382568359375,7.5998382568359375
22,28.100607,-6.100606918334961,6.100606918334961
21,26.53496,-5.53495979309082,5.53495979309082
20,24.800907,-4.800907135009766,4.800907135009766
19,24.711613,-5.711612701416016,5.711612701416016
18,26.519112,-8.519111633300781,8.519111633300781
17,23.991367,-6.991367340087891,6.991367340087891
16,27.23346,-11.23345947265625,11.23345947265625
15,23.725517,-8.725517272949219,8.725517272949219
14,24.402721,-10.402721405029297,10.402721405029297
13,24.812346,-11.812345504760742,11.812345504760742
12,27.821005,-15.821004867553711,15.821004867553711
11,24.512459,-13.512458801269531,13.512458801269531
10,19.370697,-9.370697021484375,9.370697021484375
9,18.773493,-9.773492813110352,9.773492813110352
8,10.783472,-2.7834720611572266,2.7834720611572266
7,8.617062,-1.6170616149902344,1.6170616149902344
6,9.37998,-3.3799800872802734,3.3799800872802734
5,6.1081815,-1.1081814765930176,1.1081814765930176
4,6.351835,-2.351834774017334,2.351834774017334
3,4.545218,-1.5452179908752441,1.5452179908752441
2,2.9293208,-0.9293208122253418,0.9293208122253418
1,3.1710644,-2.1710643768310547,2.1710643768310547
0,2.8537383,-2.853738307952881,2.853738307952881
125,124.281525,0.718475341796875,0.718475341796875
125,123.259315,1.7406845092773438,1.7406845092773438
125,123.05612,1.943878173828125,1.943878173828125
125,123.09891,1.901092529296875,1.901092529296875
125,122.63008,2.3699188232421875,2.3699188232421875
125,125.323425,-0.32342529296875,0.32342529296875
125,125.81679,-0.8167877197265625,0.8167877197265625
125,124.24289,0.757110595703125,0.757110595703125
125,122.69998,2.300018310546875,2.300018310546875
125,126.58156,-1.5815582275390625,1.5815582275390625
125,122.912094,2.0879058837890625,2.0879058837890625
125,124.79173,0.2082672119140625,0.2082672119140625
125,124.65892,0.3410797119140625,0.3410797119140625
125,122.789536,2.2104644775390625,2.2104644775390625
125,121.46263,3.5373687744140625,3.5373687744140625
125,122.42047,2.57952880859375,2.57952880859375
125,124.36087,0.639129638671875,0.639129638671875
125,124.818695,0.181304931640625,0.181304931640625
125,124.28334,0.7166595458984375,0.7166595458984375
125,126.109505,-1.1095046997070312,1.1095046997070312
125,124.40204,0.59796142578125,0.59796142578125
125,119.69824,5.3017578125,5.3017578125
125,121.46401,3.5359878540039062,3.5359878540039062
125,123.57451,1.4254913330078125,1.4254913330078125
125,124.01465,0.9853515625,0.9853515625
125,124.72469,0.27530670166015625,0.27530670166015625
125,123.50809,1.491912841796875,1.491912841796875
125,124.071106,0.92889404296875,0.92889404296875
125,124.596375,0.40362548828125,0.40362548828125
125,124.73889,0.2611083984375,0.2611083984375
125,123.89761,1.102386474609375,1.102386474609375
125,125.12071,-0.1207122802734375,0.1207122802734375
125,123.05413,1.9458694458007812,1.9458694458007812
125,122.28749,2.7125091552734375,2.7125091552734375
125,122.9377,2.0623016357421875,2.0623016357421875
125,125.591774,-0.5917739868164062,0.5917739868164062
125,127.26193,-2.261932373046875,2.261932373046875
125,127.386154,-2.3861541748046875,2.3861541748046875
125,124.99159,0.0084075927734375,0.0084075927734375
125,124.11859,0.88140869140625,0.88140869140625
125,122.928375,2.071624755859375,2.071624755859375
125,122.23089,2.7691116333007812,2.7691116333007812
125,121.492836,3.5071640014648438,3.5071640014648438
125,123.076706,1.9232940673828125,1.9232940673828125
125,123.735855,1.2641448974609375,1.2641448974609375
125,126.3983,-1.3983001708984375,1.3983001708984375
125,125.562225,-0.562225341796875,0.562225341796875
125,125.027664,-0.0276641845703125,0.0276641845703125
